,trainingid,firstname,lastname,ssn,sex,dob,race,ethnicity
611,ce29762a-8ad9-11e8-a1c7-0242ac110003,Josh,Fernandez,033-46-1573,M,,,nonhispanic
612,ce0b02b2-8ad9-11e8-a1c7-0242ac110003,Thomas,Guttirez,703-14-5764,,1945-07-17,white,
613,cf5c608e-8ad9-11e8-a1c7-0242ac110003,Ward,Harrms,786-37-2314,M,,,
614,cdc22e48-8ad9-11e8-a1c7-0242ac110003,Yolanda,Tunstall,,,,,
615,cdee26ba-8ad9-11e8-a1c7-0242ac110003,William,Roeaer,622-88-7048,,2003-07-20,,
616,cf1bef9a-8ad9-11e8-a1c7-0242ac110003,Cathey,Young,581-27-5502,F,1954-08-01,,
617,ced97d40-8ad9-11e8-a1c7-0242ac110003,Eduardo,Hardebeck,,F,,,
618,cd73e670-8ad9-11e8-a1c7-0242ac110003,,Keogh,321-53-5547,F,,white,
619,cda3ce1c-8ad9-11e8-a1c7-0242ac110003,Shirley,,575-72-8543,F,1970-12-19,,hispanic
620,cf151c88-8ad9-11e8-a1c7-0242ac110003,Wendy,Boggs,505-81-2414,,1994-05-03,black,hispanic
621,cebcc5d8-8ad9-11e8-a1c7-0242ac110003,Bess,Dunn,,,1966-08-21,black,donotdisclose
622,cf72f36c-8ad9-11e8-a1c7-0242ac110003,Gregory,Beacom,,,,whlte,
623,ce784020-8ad9-11e8-a1c7-0242ac110003,Aurora,Young,813-20-8170,M,,white,
624,cd921780-8ad9-11e8-a1c7-0242ac110003,Micky,,032-56-5754,,1936-01-04,,
625,cd921780-8ad9-11e8-a1c7-0242ac110003,Micah,Gillespie,032-56-5754,,1936-01-04,black,
626,cf72f36c-8ad9-11e8-a1c7-0242ac110003,Gregody,Beacom,,,1938-11-22,white,
627,ce6af514-8ad9-11e8-a1c7-0242ac110003,Shante,Albright,674-31-5314,,1938-09-06,,donotdisclose
628,cf72f36c-8ad9-11e8-a1c7-0242ac110003,Gregory,Beacom,158-15-8181,M,1938-11-22,,
629,cdb1f9a6-8ad9-11e8-a1c7-0242ac110003,Scarlet,Cooley,,,1961-04-10,,
630,cda3ce1c-8ad9-11e8-a1c7-0242ac110003,Shirley,Mathey,575-72-8543,,,white,
631,cf96580c-8ad9-11e8-a1c7-0242ac110003,Nathan,Harvey,,F,,black,
632,ce84f7ac-8ad9-11e8-a1c7-0242ac110003,Seth,Dean,,,,,donotdisclose
633,cf48856e-8ad9-11e8-a1c7-0242ac110003,Fermin,Morris,493-27-7831,,,,nonhispanic
634,cf96580c-8ad9-11e8-a1c7-0242ac110003,Nathan,,717-81-5568,,,black,donotdisclose
635,cf151c88-8ad9-11e8-a1c7-0242ac110003,Wendy,Boggs,505-81-2414,M,1994-05-03,,
636,cefc8ea2-8ad9-11e8-a1c7-0242ac110003,Robert,Vann,657-87-8513,,1959-04-29,other,
637,ce8d880e-8ad9-11e8-a1c7-0242ac110003,John,Townsehd,063-77-6244,,,,
638,cd6ac798-8ad9-11e8-a1c7-0242ac110003,Anthony,Chalfant,732-87-3613,F,,,
639,cf4333ca-8ad9-11e8-a1c7-0242ac110003,Leigh,Goldman,671-04-8580,F,1956-01-03,white,donotdisclose
640,cd6ac798-8ad9-11e8-a1c7-0242ac110003,Anthony,Chalfant,732-87-3613,,,,
641,cd921780-8ad9-11e8-a1c7-0242ac110003,Michael,Gillespie,032-56-5754,F,1936-01-04,,nonhispanic
642,cf4333ca-8ad9-11e8-a1c7-0242ac110003,Leigh,Goldman,,M,1956-01-03,,nonhispanic
643,cf2ceec6-8ad9-11e8-a1c7-0242ac110003,Eric,Meissner,244-35-0641,M,,white,hispanic
644,cea531fc-8ad9-11e8-a1c7-0242ac110003,Beverly,,,F,,,nonhispanic
645,cf2a918a-8ad9-11e8-a1c7-0242ac110003,William,Nelson,,F,,white,nonhispanic
646,cf19bfb8-8ad9-11e8-a1c7-0242ac110003,Edva,Nugent,354-06-7232,,1971-07-20,,
647,ced1652e-8ad9-11e8-a1c7-0242ac110003,Mae,Mcrae,412-01-2637,,,white,
648,cde25de4-8ad9-11e8-a1c7-0242ac110003,Lawrence,Corcoran,,M,1988-09-03,,hispanic
649,ce3b6a24-8ad9-11e8-a1c7-0242ac110003,Laura,Herbst,,F,2003-10-17,,donotdisclose
650,ce6f030c-8ad9-11e8-a1c7-0242ac110003,,Cambre,888-73-1805,M,1944-02-02,white,hispanic
651,cef504ca-8ad9-11e8-a1c7-0242ac110003,James,Eaglehon,302-33-2251,,1926-02-19,amindian,
652,ce444fae-8ad9-11e8-a1c7-0242ac110003,Bill,Vitullo,,M,,,nonhispanic
653,cf00f622-8ad9-11e8-a1c7-0242ac110003,Walter,Kennedy,722-23-6107,F,2007-03-18,other,
654,cf0995d4-8ad9-11e8-a1c7-0242ac110003,Fred,Kuncade,,,,,
655,cd8e69c8-8ad9-11e8-a1c7-0242ac110003,Grant,Adkins,126-00-0571,F,,white,
656,ce84f7ac-8ad9-11e8-a1c7-0242ac110003,Seth,Dean,448-72-1718,,,white,hispanic
657,cea531fc-8ad9-11e8-a1c7-0242ac110003,Beverly,Amelung,774-62-2323,F,,,nonhispanic
658,ce84f7ac-8ad9-11e8-a1c7-0242ac110003,Setk,Dean,,F,,whitq,hispanic
659,cf864778-8ad9-11e8-a1c7-0242ac110003,Ethan,Welter,,,1991-12-22,,hispanic
660,cec5d9ac-8ad9-11e8-a1c7-0242ac110003,,James,,M,1948-10-01,,
661,cf1bef9a-8ad9-11e8-a1c7-0242ac110003,Cathey,,,,1954-08-01,,nonhispanic
662,cf2334d0-8ad9-11e8-a1c7-0242ac110003,Ann,Gibson,323-10-6330,,,,
663,ce02f2ca-8ad9-11e8-a1c7-0242ac110003,Maile,Daugherty,,,,,
664,ce89e514-8ad9-11e8-a1c7-0242ac110003,Jaime,,544-12-1053,,1947-12-13,white,donotdisclose
665,cddb3230-8ad9-11e8-a1c7-0242ac110003,Lois,Wolf,,,,,donotdisclose
666,ce29762a-8ad9-11e8-a1c7-0242ac110003,Joshua,Fegnandez,,,,,
667,cee6731a-8ad9-11e8-a1c7-0242ac110003,Tiffany,Richardsmn,010-32-6850,,1979-04-20,,
668,cf1bef9a-8ad9-11e8-a1c7-0242ac110003,Cwthey,Young,,M,1954-08-01,,
669,ce29762a-8ad9-11e8-a1c7-0242ac110003,Joshua,Fernandez,,M,1986-08-21,white,hispanic
670,cde25de4-8ad9-11e8-a1c7-0242ac110003,Lawrence,Corcoran,713-44-1255,M,1988-09-03,other,hispanic
671,cf3d72d2-8ad9-11e8-a1c7-0242ac110003,Brenda,Winsjon,,,1997-08-10,,nonhispanic
672,cdc93e40-8ad9-11e8-a1c7-0242ac110003,Elizabeth,Howard,,,2004-01-12,,
673,cee6731a-8ad9-11e8-a1c7-0242ac110003,Tiffany,,,F,1979-04-20,,hispanic
674,cf38d1f0-8ad9-11e8-a1c7-0242ac110003,Christina,Ursprung,,F,,white,
675,cdd652b0-8ad9-11e8-a1c7-0242ac110003,Alfred,Albritton,,,1964-11-18,other,
676,cf689b2e-8ad9-11e8-a1c7-0242ac110003,Tami,Reed,645-64-5683,,1992-05-31,white,nonhispanic
677,cd6ac798-8ad9-11e8-a1c7-0242ac110003,Anthony,Chalfant,732-87-3613,,1980-07-23,white,hispanic
678,ce8d880e-8ad9-11e8-a1c7-0242ac110003,John,Townsend,063-77-6244,M,1977-07-23,white,hispanic
679,cd921780-8ad9-11e8-a1c7-0242ac110003,Michael,Gillespie,032-56-5754,,1936-01-04,black,
680,cdba6ca8-8ad9-11e8-a1c7-0242ac110003,Randall,Mulcahy,380-20-6432,,1967-10-25,,
681,ce84f7ac-8ad9-11e8-a1c7-0242ac110003,Seth,Dean,448-72-1718,,1972-11-30,white,hispanic
682,ced72964-8ad9-11e8-a1c7-0242ac110003,,Jackson,820-20-3125,M,1972-04-19,other,nonhispanic
683,ce1e4a66-8ad9-11e8-a1c7-0242ac110003,Tara,Ninee,115-52-4304,,1973-08-13,,
684,cd921780-8ad9-11e8-a1c7-0242ac110003,Mick,Gillespie,,F,1936-01-04,black,hispanic
685,ce4ba038-8ad9-11e8-a1c7-0242ac110003,John,Burgoyne,212-11-5754,,,other,donotdisclose
686,cf689b2e-8ad9-11e8-a1c7-0242ac110003,Tami,Reed,645-64-5683,F,1992-05-31,,
687,ce9ef8a0-8ad9-11e8-a1c7-0242ac110003,Mark,,,F,,,donotdisclose
688,ce62c01a-8ad9-11e8-a1c7-0242ac110003,George,Hall,448-34-2506,,,,
689,cf689b2e-8ad9-11e8-a1c7-0242ac110003,Tami,Reed,645-64-5683,,,,
690,cdb5caea-8ad9-11e8-a1c7-0242ac110003,Eric,Howard,276-23-6305,M,1956-02-09,,donotdisclose
691,cf0995d4-8ad9-11e8-a1c7-0242ac110003,Fred,,,M,1967-12-19,,hispanic
692,ce3b6a24-8ad9-11e8-a1c7-0242ac110003,,Herbst,,F,,,hispanic
693,cdd10026-8ad9-11e8-a1c7-0242ac110003,Dorothy,Barbieri,,F,1980-04-22,,
694,cdc93e40-8ad9-11e8-a1c7-0242ac110003,Elizabeth,Howard,,,2004-01-12,other,nonhispanic
695,ced97d40-8ad9-11e8-a1c7-0242ac110003,Eddy,Hardebeck,625-30-5678,F,,black,donotdisclose
696,cf0f8746-8ad9-11e8-a1c7-0242ac110003,Georgs,Green,,F,,,
697,ceaf2d1a-8ad9-11e8-a1c7-0242ac110003,Chedyl,Valencia,000-42-4577,F,1990-10-28,,donotdisclose
698,cec5d9ac-8ad9-11e8-a1c7-0242ac110003,Ckndy,,254-82-7756,M,1948-10-01,amindian,donotdisclose
699,cd9c4cbe-8ad9-11e8-a1c7-0242ac110003,Ebony,Reed,813-81-6503,,1953-04-21,white,donotdisclose
700,cf0f8746-8ad9-11e8-a1c7-0242ac110003,,Green,,F,2004-06-29,,donotdisclose
701,cf864778-8ad9-11e8-a1c7-0242ac110003,Ethan,Welter,000-32-0880,M,,,hispanic
702,ce50b0dc-8ad9-11e8-a1c7-0242ac110003,Richard,Lewis,,F,1948-11-17,,nonhispanic
703,cf0f8746-8ad9-11e8-a1c7-0242ac110003,,Green,210-18-6218,M,,other,
704,cddb3230-8ad9-11e8-a1c7-0242ac110003,Lois,Woof,685-54-2376,,,,
705,cd6ac798-8ad9-11e8-a1c7-0242ac110003,Anthony,Chalfant,732-87-3613,,1980-07-23,,donotdisclose
706,cea531fc-8ad9-11e8-a1c7-0242ac110003,Beverly,Amelung,724-62-2327,F,,other,
707,ce444fae-8ad9-11e8-a1c7-0242ac110003,Bill,,547-88-5446,,1947-08-05,white,
708,ce50b0dc-8ad9-11e8-a1c7-0242ac110003,Richard,Lewis,,,1948-11-17,white,
709,cf8feed6-8ad9-11e8-a1c7-0242ac110003,George,,,M,1933-07-12,other,
710,cdf56cc2-8ad9-11e8-a1c7-0242ac110003,Laura,Richmind,,,,white,nonhispanic
711,cdbfbd16-8ad9-11e8-a1c7-0242ac110003,Sean,,,M,1921-09-23,white,donotdisclose
712,cddb3230-8ad9-11e8-a1c7-0242ac110003,Lou,Wolf,,F,1954-05-09,white,
713,ce108246-8ad9-11e8-a1c7-0242ac110003,,Prottsman,,,1933-11-22,,donotdisclose
714,ce3b6a24-8ad9-11e8-a1c7-0242ac110003,Laura,Herbst,256-36-1375,F,,black,
715,ce3130f4-8ad9-11e8-a1c7-0242ac110003,Rose,Talbert,418-72-7134,,1993-11-14,other,
716,ce0b02b2-8ad9-11e8-a1c7-0242ac110003,Thomas,Gujtirez,,M,,white,donotdisclose
717,cf5c608e-8ad9-11e8-a1c7-0242ac110003,Ward,Harris,786-37-2314,M,1967-08-07,pacislaud,nonhispanic
718,ce02f2ca-8ad9-11e8-a1c7-0242ac110003,Maile,,073-12-4537,M,1956-01-20,,
719,cea1fb54-8ad9-11e8-a1c7-0242ac110003,Rhonda,Hodgson,,,1996-08-23,,
720,cd7e18d4-8ad9-11e8-a1c7-0242ac110003,Bess,Tetreault,306-25-8344,M,1996-11-07,,donotdisclose
721,cf4333ca-8ad9-11e8-a1c7-0242ac110003,Leigh,Goldman,,,1956-01-03,,donotdisclose
722,cdaa8978-8ad9-11e8-a1c7-0242ac110003,Rebecca,Munoz,235-65-5050,,1922-01-15,white,hispanic
723,ce02f2ca-8ad9-11e8-a1c7-0242ac110003,,Daugherty,,M,1956-01-20,,hispanic
724,cec82158-8ad9-11e8-a1c7-0242ac110003,,,,F,1992-06-16,white,hispanic
725,cf2ceec6-8ad9-11e8-a1c7-0242ac110003,,Meissner,244-35-0641,M,,,
726,cd9c4cbe-8ad9-11e8-a1c7-0242ac110003,Ebony,Reed,,,1953-04-21,,
727,cec82158-8ad9-11e8-a1c7-0242ac110003,,Boden,584-05-7440,F,,black,nonhispanic
728,ce581b10-8ad9-11e8-a1c7-0242ac110003,Joshua,Walters,812-41-2258,,,,hispanic
729,cf864778-8ad9-11e8-a1c7-0242ac110003,Ethan,Welter,,,1990-12-22,,
730,cf5c608e-8ad9-11e8-a1c7-0242ac110003,Ward,Harris,,,1967-08-07,,donotdisclose
731,cec5d9ac-8ad9-11e8-a1c7-0242ac110003,Cynthia,James,254-82-7756,,1948-10-01,,
732,ce668de4-8ad9-11e8-a1c7-0242ac110003,Ruth,West,112-36-5672,M,1969-08-16,,
733,cd73e670-8ad9-11e8-a1c7-0242ac110003,Kenneth,Keogh,,,,,
734,cf500e9c-8ad9-11e8-a1c7-0242ac110003,Basil,,662-72-7330,F,,,
735,cdbe4bd4-8ad9-11e8-a1c7-0242ac110003,Raymond,Nzill,,,2011-12-28,other,donotdisclose
736,cdc22e48-8ad9-11e8-a1c7-0242ac110003,Yolanda,Tunstall,565-85-2728,,,,
737,cdf92b00-8ad9-11e8-a1c7-0242ac110003,Ricardo,,165-87-4467,M,,qhite,nonhispanic
738,cf96580c-8ad9-11e8-a1c7-0242ac110003,Nathan,Harvey,,,1981-02-16,black,donotdisclose
739,ce02f2ca-8ad9-11e8-a1c7-0242ac110003,Maile,Daigherty,,M,,other,
740,cdd652b0-8ad9-11e8-a1c7-0242ac110003,Alfred,Albritton,,,1964-05-18,asian,
741,cd9c4cbe-8ad9-11e8-a1c7-0242ac110003,Ebony,Reed,313-81-6503,M,,,
742,cd9c4cbe-8ad9-11e8-a1c7-0242ac110003,Ebony,Reed,813-81-6503,F,,,
743,cf500e9c-8ad9-11e8-a1c7-0242ac110003,Basil,Reiley,,F,1992-06-15,white,
744,ce108246-8ad9-11e8-a1c7-0242ac110003,,Prottsman,,,1933-11-22,,donotdisclose
745,cf96580c-8ad9-11e8-a1c7-0242ac110003,,Harvey,717-81-5568,,1981-02-16,,hispanic
746,ce17b732-8ad9-11e8-a1c7-0242ac110003,Dony,Kilman,343-77-7872,,2003-04-20,,
747,cdba6ca8-8ad9-11e8-a1c7-0242ac110003,Randall,Mulcahy,380-20-6432,M,1967-10-25,,nonhispanic
748,ce17b732-8ad9-11e8-a1c7-0242ac110003,Don,Kilman,343-77-7872,M,2003-04-20,,hispanic
749,cdf92b00-8ad9-11e8-a1c7-0242ac110003,Rick,Sorensen,165-87-3467,,1997-01-26,white,donotdisclose
750,cd73e670-8ad9-11e8-a1c7-0242ac110003,Kenngth,Ksogh,,,1957-06-01,,hispanic
751,cf5c608e-8ad9-11e8-a1c7-0242ac110003,Ward,Harris,786-37-2314,F,,,hispanic
752,cf500e9c-8ad9-11e8-a1c7-0242ac110003,Basil,Reiley,,,,,
753,cd85937a-8ad9-11e8-a1c7-0242ac110003,Wajtraud,Mullins,321-67-2525,,1970-10-07,white,
754,cf500e9c-8ad9-11e8-a1c7-0242ac110003,Basil,Reiley,662-72-7330,F,,white,
755,cf48856e-8ad9-11e8-a1c7-0242ac110003,Fermin,Morris,463-27-7831,,2006-02-27,othwr,nonhispanic
756,cde25de4-8ad9-11e8-a1c7-0242ac110003,Lawrence,Corcorcn,,M,1988-09-03,,
